timeCounter;accXFilt;accYFilt;accZ;trackVoltage;motorCurrent
13242;30816;36845;3172;2609;33
13262;30816;38798;2714;2604;44
13282;30816;37194;2370;2591;27
13303;30816;37062;2397;2594;26
13323;30816;36404;1959;2605;32
13343;26082;37937;3157;2608;35
13363;26082;37573;2047;2606;26
13384;26082;36339;2165;2600;34
13404;26082;36193;3024;2570;42
13424;26082;39681;2694;2603;30
13444;26082;35811;3191;2575;43
13465;20335;35222;2699;2576;32
13485;20335;35842;3342;2575;44
13505;20335;37184;2640;2585;31
13525;20335;37374;2302;2579;45
13546;20335;34463;2639;2576;42
13566;20335;33576;2635;2559;33
13586;18023;36296;2493;2572;50
13606;18023;34336;4061;2583;40
13627;18023;34293;1574;2580;38
13647;18023;33039;3851;2554;37
13667;18023;35131;2743;2579;40
13687;18023;36207;2412;2595;43
13708;18023;35327;2799;2572;35
13728;18593;33053;3197;2557;46
13748;18593;37833;3933;2550;56
13768;18593;37204;2704;2551;43
13789;18593;39625;2687;2558;55
13809;18593;40471;2345;2576;49
13829;18593;36560;3663;2542;61
13849;19518;40136;2579;2546;63
13870;19518;37531;2188;2536;46
13890;19518;37072;2772;2561;60
13910;19518;37063;2333;2561;42
13930;19518;35068;3119;2557;62
13951;19518;35927;3477;2544;55
13971;20280;36052;2202;2533;49
13991;20280;35678;1854;2539;79
14011;20280;35197;4082;2562;60
14032;20280;34859;2505;2546;66
14052;20280;35314;3636;2531;60
14072;20280;35487;2536;2531;75
14092;20280;35297;2382;2559;66
14113;21508;36033;1609;2579;57
14133;21508;36638;2678;2574;64
14153;21508;36008;2082;2568;71
14173;21508;37071;3183;2560;57
14194;21508;35965;2951;2564;47
14214;21508;34569;3136;2568;68
14234;22936;34439;2397;2582;68
14254;22936;36627;3663;2575;90
14275;22936;35554;1895;2577;50
14295;22936;35189;2388;2535;56
14315;22936;36293;2300;2561;53
14335;22936;34765;2859;2536;88
14356;23945;36838;2979;2554;74
14376;23945;36674;2418;2568;64
14396;23945;37742;2928;2553;62
14416;23945;35071;3186;2563;67
14437;23945;33919;2442;2561;72
14457;23945;35659;2319;2559;61
14477;23945;35250;2128;2559;82
14497;24856;36762;3923;2563;72
14518;24856;34993;2449;2567;71
14538;24856;36184;2097;2565;80
14558;24856;36572;3425;2558;72
14578;24856;34433;2863;2555;74
14599;24856;34556;3715;2555;61
14619;25391;34270;3026;2568;64
14639;25391;32848;1930;2554;42
14659;25391;31166;2646;2535;91
14680;25391;32783;2916;2539;80
14700;25391;31889;2497;2550;74
14720;25391;33789;2484;2559;76
14740;25500;32221;2399;2557;54
14761;25500;31609;2921;2550;76
14781;25500;32224;3112;2547;91
14801;25500;31930;4009;2559;68
14821;25500;33813;2215;2551;40
14842;25500;31838;2395;2544;87
14862;25500;33642;3355;2544;76
14882;26429;33238;3400;2559;60
14902;26429;33233;3263;2564;58
14923;26429;34189;2442;2548;79
14943;26429;32817;3122;2527;80
14963;26429;34436;2475;2542;38
14983;26429;32902;2656;2539;68
15004;28642;33941;2047;2530;53
15024;28642;33832;2842;2475;59
15044;28642;31711;3104;2503;75
15064;28642;34874;3679;2565;47
15085;28642;33634;4062;2575;50
15105;28642;32628;1947;2543;59
15125;30889;33633;1668;2521;45
15145;30889;32350;2756;2524;58
15166;30889;33438;3401;2550;43
15186;30889;35172;3275;2562;47
15206;30889;33262;2557;2537;73
15226;30889;34489;3000;2511;44
15247;30889;33768;2187;2517;60
15267;32065;32003;2684;2543;59
15287;32065;34019;4041;2552;56
15307;32065;34888;2060;2520;66
15328;32065;33294;2511;2517;64
15348;32065;33091;2767;2523;37
15368;32065;33630;3442;2552;46
15388;32232;34116;2535;2549;57
15409;32232;35706;2461;2557;34
15429;32232;35316;1934;2532;36
15449;32232;33323;1383;2545;42
15469;32232;33977;1805;2537;50
15490;32232;35984;2216;2523;38
15510;32146;33861;2460;2527;34
15530;32146;32296;2625;2515;66
15550;32146;35817;2732;2530;54
15571;32146;35061;1825;2498;49
15591;32146;32940;2591;2495;28
15611;32146;33204;2245;2548;40
15631;32146;35559;3119;2549;33
15652;32249;34956;2211;2563;28
15672;32249;33123;2950;2518;55
15692;32249;34122;2544;2540;30
15712;32249;34960;2459;2563;38
15733;32249;35945;2658;2559;39
15753;32249;33886;2368;2544;48
15773;32326;34176;2409;2544;29
15793;32326;35342;3244;2569;39
15814;32326;35096;2903;2559;32
15834;32326;34586;2894;2550;53
15854;32326;35183;3494;2554;23
15874;32326;35687;2782;2544;31
15895;32379;35183;2212;2558;33
15915;32379;34673;2943;2530;30
15935;32379;34199;2138;2549;22
15955;32379;36450;3455;2563;35
15976;32379;35866;2474;2536;37
15996;32379;35321;1651;2551;18
16016;32379;36202;4092;2583;54
16036;32510;36046;1830;2563;29
16057;32510;38741;3291;2557;19
16077;32510;39206;3319;2552;24
16097;32510;39338;2231;2570;27
16117;32510;38859;3636;2566;42
16138;32510;40782;3571;2531;23
16158;32465;41340;2851;2571;18
16178;32465;39110;2782;2559;45
16198;32465;39727;937;2554;40
16219;32465;41217;4027;2571;23
16239;32465;39558;2715;2553;30
16259;32465;38320;2626;2571;35
16279;34056;37459;1933;2582;24
16300;34056;38730;2624;2550;49
16320;34056;37776;2539;2558;31
16340;34056;36542;2635;2569;23
16360;34056;37456;3102;2590;48
16381;34056;37527;3871;2575;38
16401;38526;36121;2543;2571;31
16421;38526;38013;3334;2580;26
16441;38526;37283;1914;2587;53
16462;38526;38238;3577;2571;35
16482;38526;36240;2064;2549;31
16502;38526;37225;1918;2540;24
16522;38526;35729;2801;2559;46
16543;42337;37978;3916;2560;41
16563;42337;38416;3374;2575;35
16583;42337;38313;3590;2561;25
16603;42337;36639;2449;2553;27
16624;42337;36811;3028;2555;56
16644;42337;38198;2054;2549;39
16664;43342;39064;2306;2579;35
16684;43342;36848;2877;2571;24
16705;43342;38659;1778;2541;55
16725;43342;37640;2579;2555;26
16745;43342;38200;2917;2562;32
16765;43342;38518;3211;2552;34
16786;42946;35934;1759;2503;50
16806;42946;37483;3071;2549;28
16826;42946;38766;2859;2572;24
16846;42946;36815;3912;2554;46
16867;42946;36475;3417;2548;36
16887;42946;37121;2195;2565;30
16907;42946;38491;2429;2561;27
16927;42091;37988;2024;2543;54
16948;42091;38531;3149;2563;33
16968;42091;37133;1424;2555;27
16988;42091;38452;3934;2573;31
17008;42091;36784;2622;2557;51
17029;42091;37476;2187;2567;35
17049;41578;36314;3351;2566;35
17069;41578;37241;975;2573;43
17089;41578;37928;2573;2556;47
17110;41578;37458;1453;2577;32
17130;41578;37464;2590;2570;36
17150;41578;38749;1798;2565;46
17170;42016;37826;1958;2565;50
17191;42016;37416;2356;2565;34
17211;42016;37738;1516;2575;27
17231;42016;39300;2177;2584;37
17251;42016;37018;2199;2566;55
17272;42016;37856;3231;2572;34
17292;42016;36198;2203;2568;31
17312;42889;39197;3390;2568;28
17332;42889;38404;3611;2557;53
17353;42889;37426;3274;2541;45
17373;42889;37437;3295;2571;35
17393;42889;37715;2139;2576;37
17413;42889;37177;2042;2560;26
17434;43344;38686;3036;2583;47
17454;43344;38004;3901;2587;36
17474;43344;37899;1966;2581;33
17494;43344;36536;3717;2570;40
17515;43344;37322;2656;2566;28
17535;43344;39964;2376;2560;47
17555;43376;37232;4066;2576;50
17575;43376;37174;1715;2574;47
17596;43376;37048;972;2577;30
17616;43376;38823;3660;2569;27
17636;43376;37572;4052;2563;43
17656;43376;37627;4016;2546;53
17677;43376;38318;1284;2558;38
17697;43247;37130;2959;2546;31
17717;43247;36295;3815;2566;36
17737;43247;38295;3994;2579;39
17758;43247;38195;3471;2543;36
17778;43247;37798;3244;2547;27
17798;43247;35260;1435;2561;61
17818;42730;39294;4038;2575;51
17839;42730;38862;3095;2575;47
17859;42730;35580;2961;2564;34
17879;42730;37263;2971;2576;44
17899;42730;36390;3359;2580;39
17920;42730;35197;1931;2584;34
17940;41968;35616;2802;2550;48
17960;41968;35887;3583;2553;54
17980;41968;33937;1583;2543;67
18001;41968;33857;1942;2537;67
18021;41968;35460;2802;2539;44
18041;41968;34493;2627;2544;36
18061;41968;31924;2662;2568;47
18082;41406;33832;2080;2559;42
18102;41406;35327;2096;2554;28
18122;41406;34111;2604;2546;53
18142;41406;34178;2111;2566;47
18163;41406;35432;2411;2555;42
18183;41406;34157;2766;2558;33
18203;40187;33523;3388;2560;46
18223;40187;36507;3621;2562;48
18244;40187;34321;1780;2549;61
18264;40187;33259;1945;2536;44
18284;40187;34445;2946;2567;28
18304;40187;36687;3576;2547;31
18325;37140;33858;2466;2544;30
18345;37140;32470;3184;2552;54
18365;37140;36192;2374;2579;38
18385;37140;37454;3412;2594;27
18406;37140;33889;2262;2581;40
18426;37140;33943;3602;2559;40
18446;37140;37125;1804;2561;43
18466;33949;35938;3271;2575;37
18487;33949;32915;3575;2564;33
18507;33949;34282;1119;2564;34
18527;33949;37508;2645;2567;25
18547;33949;36667;2417;2567;47
18568;33949;33556;3648;2566;39
18588;32587;33811;2034;2573;37
18608;32587;36433;2652;2587;21
18628;32587;34751;1976;2578;48
18649;32587;33249;3739;2574;44
18669;32587;34426;1817;2576;32
18689;32587;36159;1844;2549;20
18709;32390;34830;2222;2544;38
18730;32390;32747;4027;2574;34
18750;32390;32744;2283;2553;26
18770;32390;35911;2287;2490;32
18790;32390;35317;2611;2569;21
18811;32390;34788;3278;2550;26
18831;32390;33179;2067;2533;59
18851;32372;35918;2089;2495;24
18871;32372;35871;2834;2534;16
18892;32372;33791;4051;2571;54
18912;32372;33750;2555;2557;29
18932;32372;35296;2762;2554;17
18952;32372;35095;1743;2532;22
18973;32164;35642;3959;2559;35
18993;32164;35721;2453;2579;46
19013;32164;34065;1314;2514;21
19033;32164;33406;3037;2547;19
19054;32164;35994;3604;2570;36
19074;32164;35586;2064;2513;24
19094;31916;34444;2510;2510;39
19114;31916;33293;4083;2569;33
19135;31916;34431;2557;2594;23
19155;31916;36902;2570;2564;21
19175;31916;36353;2815;2579;16
19195;31916;36272;3296;2593;28
19216;31916;38343;3201;2588;19
19236;32082;39550;1615;2568;22
19256;32082;38053;3522;2594;21
19276;32082;41782;4087;2591;26
19297;32082;43538;3875;2587;22
19317;32082;44384;2597;2594;20
19337;32082;38742;2560;2583;19
19357;32154;40403;1527;2562;46
19378;32154;40223;894;2589;26
19398;32154;39162;3828;2604;35
19418;32154;38747;3721;2611;35
19438;32154;38403;3195;2605;21
19459;32154;38631;2927;2603;44
19479;29047;36722;3615;2593;28
19499;29047;38737;2057;2605;43
19519;29047;40733;4034;2604;29
19540;29047;37139;2303;2595;30
19560;29047;35829;2642;2579;58
19580;29047;37199;1724;2602;33
19600;29047;38521;2757;2596;26
19621;22779;35504;2296;2588;32
19641;22779;33923;2390;2554;43
19661;22779;35713;2543;2590;36
19681;22779;38021;2408;2582;33
19702;22779;35884;3795;2586;30
19722;22779;33810;3118;2555;54
19742;18783;36306;1203;2574;35
19762;18783;36164;2116;2583;35
19783;18783;35850;2355;2599;24
19803;18783;33703;2739;2588;64
19823;18783;35708;3671;2581;51
19843;18783;37850;2848;2589;31
19864;18305;36029;3080;2556;48
19884;18305;33370;2480;2584;40
19904;18305;35240;3108;2591;43
19924;18305;35876;2370;2558;31
19945;18305;34358;1833;2559;44
19965;18305;33994;3403;2566;43
19985;19182;34868;3790;2575;43
20005;19182;34817;755;2577;58
20026;19182;37101;2953;2547;46
20046;19182;35243;2617;2546;46
20066;19182;36249;4046;2581;58
20086;19182;37616;3507;2562;84
20107;19182;37959;3289;2555;63
20127;20083;39899;1067;2558;44
20147;20083;37204;2610;2566;51
20167;20083;35865;2671;2562;67
20188;20083;38088;2547;2560;66
20208;20083;36823;2001;2547;83
20228;20083;36775;2892;2545;42
20248;20340;36214;2316;2549;51
20269;20340;35158;2746;2580;52
20289;20340;36597;3174;2553;70
20309;20340;36196;1763;2531;72
20329;20340;38371;3110;2549;53
20350;20340;36342;2682;2559;71
20370;21394;33760;3488;2560;63
20390;21394;35915;2631;2574;91
20410;21394;34871;3635;2581;61
20431;21394;36675;2304;2572;43
20451;21394;35695;2852;2558;58
20471;21394;36006;1117;2546;72
20491;21394;35388;3243;2560;54
20512;23278;36716;3095;2559;78
20532;23278;36268;3619;2566;71
20552;23278;35683;2615;2560;74
20572;23278;35866;1294;2559;55
20593;23278;35177;3007;2571;76
20613;23278;35143;2478;2570;78
20633;24392;36977;3018;2562;48
20653;24392;35628;2310;2539;64
20674;24392;35227;2298;2555;55
20694;24392;35165;2883;2560;94
20714;24392;37619;3385;2555;81
20734;24392;36035;2860;2554;86
20755;25011;36272;3201;2566;55
20775;25011;34745;2969;2563;53
20795;25011;32070;2888;2566;72
20815;25011;33546;2841;2549;86
20836;25011;32541;1917;2557;76
20856;25011;32686;2290;2548;58
20876;25011;31886;3115;2538;84
20896;25413;31417;1352;2552;58
20917;25413;30526;3151;2553;71
20937;25413;32795;3104;2560;84
20957;25413;31988;2569;2559;67
20977;25413;31992;2108;2545;61
20998;25413;32764;2523;2542;83
21018;25875;31905;2788;2566;76
21038;25875;34256;2431;2569;59
21058;25875;32607;2913;2531;91
21079;25875;35088;2675;2552;44
21099;25875;33170;2325;2543;44
21119;25875;32864;2617;2535;52
21139;27551;34086;3175;2572;67
21160;27551;33681;2266;2559;71
21180;27551;34610;888;2539;40
21200;27551;32331;2216;2538;47
21220;27551;31838;2556;2559;62
21241;27551;34028;2839;2571;55
21261;27551;32285;3156;2524;79
21281;30040;34050;2637;2521;65
21301;30040;33685;3132;2552;52
21322;30040;33087;4080;2559;50
21342;30040;35586;2269;2590;48
21362;30040;32940;2623;2550;55
21382;30040;33547;1734;2531;50
21403;31761;34719;2102;2548;34
21423;31761;32754;3391;2562;44
21443;31761;34383;2111;2550;49
21463;31761;35334;2190;2531;44
21484;31761;32978;2103;2515;47
21504;31761;33021;3427;2540;51
21524;32201;33720;3653;2563;40
21544;32201;33766;2344;2555;57
21565;32201;34722;3127;2560;38
21585;32201;34627;1983;2531;40
21605;32201;32638;1960;2541;57
21625;32201;35466;4073;2561;51
21646;32201;37061;2632;2559;41
21666;0;33928;2238;2503;28
21686;0;32965;3227;2495;38
21706;0;35938;3614;2540;28
21727;0;34900;3184;2547;39
21747;0;33442;2624;2518;59
21767;0;34491;2164;2522;32
21787;32261;34847;3630;2557;33
21808;32261;34367;3435;2554;50
21828;32261;33897;2093;2552;30
21848;32261;35222;1955;2548;25
21868;32261;33405;3465;2561;55
21889;32261;33801;1459;2568;67
21909;32344;35155;2761;2562;26
21929;32344;35576;3181;2552;24
21949;32344;31945;3939;2549;37
21970;32344;33179;3276;2546;64
21990;32344;35737;2522;2570;29
22010;32344;36939;3616;2554;17
22030;32344;34423;3215;2566;47
22051;32325;33606;1967;2543;47
22071;32325;34761;3386;2575;31
22091;32325;36960;3080;2572;36
22111;32325;34612;2428;2559;36
22132;32325;34575;3501;2554;34
22152;32325;34045;2919;2549;38
22172;32327;35122;2634;2564;24
22192;32327;35941;2704;2576;33
22213;32327;36323;2532;2580;24
22233;32327;37397;3188;2575;24
22253;32327;37417;3852;2575;22
22273;32327;39997;3807;2553;36
22294;32435;40162;2043;2570;28
22314;32435;40122;2671;2558;38
22334;32435;38728;2329;2548;27
22354;32435;38778;1756;2575;27
22375;32435;41076;1936;2575;30
22395;32435;40636;2367;2559;27
22415;32435;37951;3743;2560;32
22435;33063;38486;2185;2551;51
22456;33063;39386;1495;2579;34
22476;33063;40500;1870;2586;22
22496;33063;37286;2225;2556;42
22516;33063;37438;2322;2572;38
22537;33063;39331;3983;2580;24
22557;36129;37570;2661;2577;39
22577;36129;36044;2215;2574;26
22597;36129;36677;2817;2574;29
22618;36129;38071;2278;2586;24
22638;36129;37897;2760;2564;32
22658;36129;36224;2140;2574;27
22678;40892;36955;3390;2557;32
22699;40892;35907;3647;2563;24
22719;40892;37953;3261;2577;39
22739;40892;37144;2128;2558;28
22759;40892;37612;4022;2570;43
22780;40892;37497;3583;2575;30
22800;40892;36864;2563;2578;50
22820;43353;35721;3913;2571;40
22840;43353;35577;1677;2555;36
22861;43353;37497;3577;2555;33
22881;43353;39359;2724;2576;42
22901;43353;37719;2491;2563;49
22921;43353;36717;1506;2534;33
22942;43281;37035;2654;2542;29
22962;43281;38545;3471;2573;33
22982;43281;37033;2713;2551;36
23002;43281;35437;2825;2536;31
23023;43281;35641;2064;2523;24
23043;43281;37817;3246;2575;36
23063;42522;38501;2254;2582;27
23083;42522;36632;2867;2553;33
23104;42522;37696;2401;2571;28
23124;42522;38259;3521;2562;28
23144;42522;39030;3143;2581;38
23164;42522;37970;2045;2567;26
23185;42522;37345;3260;2560;48
23205;41845;36572;2826;2579;26
23225;41845;36051;1954;2587;33
23245;41845;38362;2411;2578;33
23266;41845;35999;1846;2562;48
23286;41845;38274;3497;2570;31
23306;41845;37891;3439;2580;30
23326;41987;37699;2907;2591;36
23347;41987;38593;2323;2544;48
23367;41987;37963;2899;2571;33
23387;41987;38818;2938;2570;28
23407;41987;37432;3064;2592;27
23428;41987;38002;2713;2582;47
23448;42909;37707;3545;2592;35
23468;42909;37761;3347;2587;30
23488;42909;37749;3239;2576;34
23509;42909;38054;3008;2571;47
23529;42909;37512;3312;2572;33
23549;42909;37154;2365;2577;33
23569;43625;36224;2108;2579;28
23590;43625;37802;2482;2559;56
23610;43625;36373;2452;2587;35
23630;43625;37858;2962;2586;41
23650;43625;36353;1686;2577;33
23671;43625;36429;2659;2574;25
23691;43625;36254;3191;2584;37
23711;43676;36164;2584;2591;31
23731;43676;37051;3743;2578;44
23752;43676;35387;3066;2583;31
23772;43676;38047;3135;2584;40
23792;43676;36258;3202;2567;56
23812;43676;35856;2517;2566;44
23833;43509;39703;1152;2574;34
23853;43509;39071;3322;2569;28
23873;43509;38429;4080;2569;42
23893;43509;36927;3178;2562;52
23914;43509;38405;2227;2568;51
23934;43509;38160;2021;2556;25
23954;43212;36653;3474;2580;41
23974;43212;37051;1891;2591;41
23995;43212;36168;1890;2576;29
24015;43212;36214;1693;2540;50
24035;43212;36177;3857;2562;49
24055;43212;37127;1803;2593;42
24076;43212;38488;1859;2587;28
24096;42566;35673;2483;2573;31
24116;42566;35515;3775;2557;31
24136;42566;35451;2883;2563;33
24157;42566;34911;3587;2563;35
24177;42566;33823;2779;2538;60
24197;42566;33634;3149;2555;39
24217;41863;33857;3818;2574;44
24238;41863;33260;2441;2556;49
24258;41863;32605;2477;2534;31
24278;41863;34579;3092;2554;40
24298;41863;34081;1803;2552;46
24319;41863;33656;1962;2576;45
24339;41020;35775;3725;2553;26
24359;41020;34447;2607;2539;38
24379;41020;32970;2477;2542;63
24400;41020;35304;3743;2551;45
24420;41020;35743;2539;2542;30
24440;41020;33800;2980;2540;48
24460;41020;34255;1623;2562;34
24481;38641;36069;3300;2555;27
24501;38641;34321;3452;2544;46
24521;38641;33544;1866;2543;42
24541;38641;35003;3917;2554;36
24562;38641;35426;2653;2550;41
24582;38641;35531;2462;2569;31
24602;35037;34424;2987;2567;54
24622;35037;34763;3126;2559;34
24643;35037;35219;2616;2551;35
24663;35037;36162;1976;2559;23
24683;35037;35388;2891;2577;53
24703;35037;34569;2520;2581;31
24724;32739;35203;2996;2558;37
24744;32739;35794;2321;2590;28
24764;32739;34884;2352;2571;59
24784;32739;34870;1779;2584;31
24805;32739;33892;2816;2573;38
24825;32739;35603;2107;2589;26
24845;32739;34785;2583;2575;55
24865;32294;35514;3312;2564;28
24886;32294;35400;3086;2563;36
24906;32294;34788;2654;2505;27
24926;32294;33422;2496;2523;34
24946;32294;35210;2976;2565;33
24967;32294;36702;3156;2570;20
24987;32385;35625;2407;2499;33
25007;32385;34373;2233;2523;24
25027;32385;32826;2924;2591;44
25048;32385;36345;3656;2579;35
25068;32385;35656;2148;2495;27
25088;32385;34483;2090;2514;33
25108;32261;32804;3851;2593;39
25129;32261;34726;2509;2603;28
25149;32261;37350;1579;2580;28
25169;32261;35961;1707;2551;23
25189;32261;33516;2840;2586;44
25210;32261;33892;1353;2579;33
25230;32261;35203;2664;2575;22
25250;31983;35803;3387;2574;23
25270;31983;35093;4073;2587;26
25291;31983;34631;1746;2536;37
25311;31983;34499;2357;2568;24
25331;31983;33866;3071;2581;48
25351;31983;34728;3532;2583;25
25372;31981;38165;3337;2603;16
25392;31981;39414;3096;2596;27
25412;31981;35598;2391;2584;37
25432;31981;40768;1968;2607;27
25453;31981;41871;2696;2595;38
25473;31981;40484;3126;2595;28
25493;32194;43255;3313;2594;31
25513;32194;43614;3880;2582;17
25534;32194;40233;3273;2566;26
25554;32194;37261;3679;2593;28
25574;32194;40256;1942;2608;34
25594;32194;40841;2576;2607;35
25615;32194;40510;3035;2592;32
25635;30365;36905;3051;2606;47
25655;30365;38168;2939;2609;32
25675;30365;37898;4072;2583;22
25696;30365;38861;4084;2571;40
25716;30365;53422;2614;2609;34
25736;30365;51421;692;2582;45
25756;24975;56969;3336;2604;51
25777;24975;52703;3003;2644;43
25797;24975;48888;4094;2647;86
25817;24975;45052;4021;2617;108
25837;24975;44377;3878;2587;120
25858;24975;52679;2643;2591;103
25878;19909;59518;3829;2610;121
25898;19909;52395;2943;2591;124
25918;19909;40881;2419;2580;106
25939;19909;36774;2699;2551;186
25959;19909;34574;2730;2559;163
25979;19909;37384;2926;2574;151
25999;19909;36110;2714;2566;193
26020;19749;31659;2983;2566;188
26040;19749;32984;2910;2560;182
26060;19749;36525;2797;2558;207
26080;19749;38428;2675;2562;198
26101;19749;38070;2874;2555;198
26121;19749;35522;2915;2558;187
26141;23393;31864;2847;2565;159
26161;23393;30647;3079;2560;167
26182;23393;31296;3002;2584;131
26202;23393;33493;3040;2528;184
26222;23393;35599;2975;2512;124
26242;23393;36411;2753;2446;14
26263;27320;35922;2882;2446;0
